-2.505041658878326416e-01	4.029566049575805664e-01	2.242169529199600220e-01	1.801169216632843018e-01	-2.302612364292144775e-01	2.317014485597610474e-01	2.830582857131958008e-01	2.297278791666030884e-01	-4.080756008625030518e-01	-3.629334867000579834e-01	3.801141306757926941e-02	1.126089394092559814e-01	2.366769760847091675e-01	2.051180601119995117e-02	2.737360894680023193e-01	4.550082981586456299e-01	-2.997629642486572266e-01	3.130664825439453125e-01	3.947275578975677490e-01	2.560192644596099854e-01
-1.153048649430274963e-01	3.138446509838104248e-01	3.653055727481842041e-01	3.003713786602020264e-01	-3.337599635124206543e-01	1.122906580567359924e-01	2.816779315471649170e-01	3.736011981964111328e-01	-5.582437515258789062e-01	-1.678903102874755859e-01	1.187251284718513489e-01	-5.013744160532951355e-02	4.609799683094024658e-01	-2.491733580827713013e-01	9.113537520170211792e-02	4.513568878173828125e-01	-2.560691833496093750e-01	3.026988543570041656e-02	7.311390340328216553e-02	1.057273969054222107e-01
2.339621074497699738e-02	7.296334952116012573e-02	4.745627045631408691e-01	1.824691444635391235e-01	-4.675963819026947021e-01	-6.649042665958404541e-02	3.303013443946838379e-01	1.076965257525444031e-01	-5.126709938049316406e-01	-2.968645095825195312e-01	9.652833640575408936e-02	1.411942839622497559e-01	1.086034625768661499e-01	-4.019018113613128662e-01	-1.432774811983108521e-01	1.807160973548889160e-01	-3.304606974124908447e-01	2.019870281219482422e-01	7.065129876136779785e-01	3.937656059861183167e-02
-2.277355790138244629e-01	2.465120553970336914e-01	2.405859231948852539e-01	4.012750089168548584e-01	-2.822263240814208984e-01	1.358714848756790161e-01	2.167268097400665283e-01	6.243687123060226440e-02	-5.699296593666076660e-01	-8.620150387287139893e-02	-1.043493002653121948e-01	2.840629406273365021e-02	2.474008649587631226e-01	-3.146539330482482910e-01	3.849742114543914795e-01	5.844953060150146484e-01	-4.764873683452606201e-01	5.739072561264038086e-01	5.871484801173210144e-02	3.571003377437591553e-01
-1.566034257411956787e-01	3.122769594192504883e-01	1.673191636800765991e-01	2.385572791099548340e-01	-2.945685982704162598e-01	-9.124717116355895996e-02	4.241863489151000977e-01	3.105664849281311035e-01	-5.337921977043151855e-01	-1.186245679855346680e-01	-2.086262702941894531e-01	-6.523904949426651001e-02	4.194796681404113770e-01	-3.670216798782348633e-01	1.960298568010330200e-01	2.987710833549499512e-01	-2.861711978912353516e-01	1.994458884000778198e-01	4.451219439506530762e-01	1.271237879991531372e-01
-4.982928559184074402e-02	3.270107209682464600e-01	4.405075311660766602e-01	5.154377967119216919e-02	-4.998254179954528809e-01	1.315053850412368774e-01	3.756746947765350342e-01	2.146011888980865479e-01	-5.511062741279602051e-01	-1.149914786219596863e-01	-7.158032059669494629e-02	-7.929194718599319458e-02	2.524615228176116943e-01	-3.527261912822723389e-01	3.658427158370614052e-03	4.171245396137237549e-01	-3.488677442073822021e-01	3.914387226104736328e-01	-3.007894009351730347e-02	3.775112330913543701e-01
-9.891264140605926514e-02	3.457461595535278320e-01	2.022300660610198975e-01	2.697495818138122559e-01	-1.562816798686981201e-01	1.057908609509468079e-01	3.080025315284729004e-01	-1.483646570704877377e-03	-5.927883982658386230e-01	-4.052554666996002197e-01	-5.726869404315948486e-02	1.560478061437606812e-01	1.409436166286468506e-01	-2.065685987472534180e-01	3.675522208213806152e-01	4.108687043190002441e-01	-4.054029583930969238e-01	2.955116629600524902e-01	4.238071441650390625e-01	-1.274558249861001968e-02
-5.976915359497070312e-02	5.286059975624084473e-01	1.735533326864242554e-01	1.223021969199180603e-01	-4.238023161888122559e-01	3.797802627086639404e-01	2.063901275396347046e-01	1.810395717620849609e-01	-5.646504163742065430e-01	-4.621944427490234375e-01	2.920102775096893311e-01	1.343478411436080933e-01	3.356660306453704834e-01	1.955634504556655884e-01	1.486291140317916870e-01	3.955277204513549805e-01	-2.977623343467712402e-01	2.628563344478607178e-01	2.159156352281570435e-01	4.992075636982917786e-02
-2.833477854728698730e-01	4.841625094413757324e-01	3.091361522674560547e-01	1.514300704002380371e-01	-4.450889229774475098e-01	6.186597347259521484e-01	2.064865380525588989e-01	4.164624810218811035e-01	-5.133143663406372070e-01	-4.178110957145690918e-01	3.973989784717559814e-01	2.700346708297729492e-01	4.907361567020416260e-01	1.091761142015457153e-01	-1.763259917497634888e-01	1.366014033555984497e-02	-1.834321320056915283e-01	1.642462164163589478e-01	3.268301784992218018e-01	5.412057042121887207e-02
-2.208743095397949219e-01	1.039281710982322693e-01	2.111772596836090088e-01	2.467554956674575806e-01	-7.593287527561187744e-02	4.136569052934646606e-02	3.884705007076263428e-01	2.120721191167831421e-01	-4.446877241134643555e-01	-2.715625166893005371e-01	-3.261834383010864258e-01	4.712587594985961914e-02	3.173403739929199219e-01	-2.431487739086151123e-01	4.575521945953369141e-01	5.658857226371765137e-01	-4.872635900974273682e-01	2.018025815486907959e-01	4.622038602828979492e-01	2.142990082502365112e-01
